Year,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
2022,0 days 00:54:13.752000,ALO,14,,14.0,3.0,0 days 00:51:57.952000,,0 days 00:01:19.938000,0 days 00:00:50.393000,0 days 00:00:51.580000,0 days 00:52:31.862000,0 days 00:53:22.207000,0 days 00:54:13.906000,269.0,246.0,245.0,,False,INTERMEDIATE,1.0,True,Alpine,0 days 00:51:11.830000,2022-10-01 13:36:11.838,1,,False,,False,False
2022,0 days 00:56:06.879000,ALO,14,0 days 00:01:53.127000,15.0,3.0,,,0 days 00:00:30.067000,0 days 00:00:43.442000,0 days 00:00:39.618000,0 days 00:54:43.819000,0 days 00:55:27.261000,0 days 00:56:06.879000,290.0,262.0,246.0,280.0,True,INTERMEDIATE,2.0,True,Alpine,0 days 00:54:13.752000,2022-10-01 13:39:13.760,1,,False,,False,True
2022,0 days 00:58:31.907000,ALO,14,0 days 00:02:25.028000,16.0,3.0,,0 days 00:58:24.158000,0 days 00:00:36.963000,0 days 00:00:53.793000,0 days 00:00:54.272000,0 days 00:56:43.842000,0 days 00:57:37.635000,0 days 00:58:31.907000,254.0,211.0,,215.0,False,INTERMEDIATE,3.0,True,Alpine,0 days 00:56:06.879000,2022-10-01 13:41:06.887,1,,False,,False,False
2022,0 days 01:05:48.277000,ALO,14,,17.0,4.0,0 days 01:03:38.600000,,,0 days 00:00:49.125000,0 days 00:00:45.805000,,0 days 01:05:02.472000,0 days 01:05:48.277000,268.0,244.0,242.0,,False,SOFT,1.0,True,Alpine,0 days 00:58:31.907000,2022-10-01 13:43:31.915,1,,False,,False,False
2022,0 days 01:07:46.990000,ALO,14,0 days 00:01:58.713000,18.0,4.0,,,0 days 00:00:30.965000,0 days 00:00:44.312000,0 days 00:00:43.436000,0 days 01:06:19.242000,0 days 01:07:03.554000,0 days 01:07:46.990000,288.0,258.0,247.0,279.0,True,SOFT,2.0,True,Alpine,0 days 01:05:48.277000,2022-10-01 13:50:48.285,1,,False,,False,True
2022,0 days 01:09:39.510000,ALO,14,0 days 00:01:52.520000,19.0,4.0,,,0 days 00:00:29.965000,0 days 00:00:42.467000,0 days 00:00:40.088000,0 days 01:08:16.955000,0 days 01:08:59.422000,0 days 01:09:39.510000,289.0,262.0,247.0,282.0,True,SOFT,3.0,True,Alpine,0 days 01:07:46.990000,2022-10-01 13:52:46.998,1,,False,,False,True
2022,0 days 01:11:54.088000,ALO,14,0 days 00:02:14.578000,20.0,4.0,,,0 days 00:00:32.483000,0 days 00:00:52.098000,0 days 00:00:49.997000,0 days 01:10:11.993000,0 days 01:11:04.091000,0 days 01:11:54.088000,261.0,211.0,246.0,283.0,False,SOFT,4.0,True,Alpine,0 days 01:09:39.510000,2022-10-01 13:54:39.518,12,,False,,False,True
2022,0 days 01:13:44.825000,ALO,14,0 days 00:01:50.737000,21.0,4.0,,,0 days 00:00:29.597000,0 days 00:00:41.916000,0 days 00:00:39.224000,0 days 01:12:23.685000,0 days 01:13:05.601000,0 days 01:13:44.825000,287.0,262.0,248.0,281.0,True,SOFT,5.0,True,Alpine,0 days 01:11:54.088000,2022-10-01 13:56:54.096,1,,False,,False,True
2022,0 days 01:15:34.791000,ALO,14,0 days 00:01:49.966000,22.0,4.0,,,0 days 00:00:29.388000,0 days 00:00:41.723000,0 days 00:00:38.855000,0 days 01:14:14.213000,0 days 01:14:55.936000,0 days 01:15:34.791000,288.0,263.0,248.0,282.0,True,SOFT,6.0,True,Alpine,0 days 01:13:44.825000,2022-10-01 13:58:44.833,1,,False,,False,True
2022,0 days 01:17:48.945000,ALO,14,,23.0,4.0,,0 days 01:17:48.945000,0 days 00:00:35.493000,0 days 00:00:50.623000,,0 days 01:16:10.318000,0 days 01:17:00.919000,,190.0,181.0,,207.0,False,SOFT,7.0,True,Alpine,0 days 01:15:34.791000,2022-10-01 14:00:34.799,1,,False,,False,False
2022,0 days 00:20:40.573000,PER,11,,1.0,1.0,0 days 00:18:34.326000,,,0 days 00:00:46.942000,0 days 00:00:47.526000,,0 days 00:19:53.074000,0 days 00:20:40.573000,284.0,262.0,245.0,,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:18:34.326000,2022-10-01 13:03:34.334,1,,False,,False,False
2022,0 days 00:22:36.634000,PER,11,0 days 00:01:56.061000,2.0,1.0,,,0 days 00:00:30.231000,0 days 00:00:45.107000,0 days 00:00:40.723000,0 days 00:21:10.804000,0 days 00:21:55.911000,0 days 00:22:36.634000,292.0,264.0,244.0,283.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:20:40.573000,2022-10-01 13:05:40.581,12,,False,,False,True
2022,0 days 00:25:10.123000,PER,11,,3.0,1.0,,,0 days 00:00:40.949000,0 days 00:01:01.619000,0 days 00:00:50.910000,0 days 00:23:17.622000,0 days 00:24:19.248000,0 days 00:25:10.285000,168.0,240.0,244.0,249.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 00:22:36.634000,2022-10-01 13:07:36.642,12,,False,,False,False
2022,0 days 00:27:04.527000,PER,11,0 days 00:01:54.404000,4.0,1.0,,,0 days 00:00:30.261000,0 days 00:00:44.612000,0 days 00:00:39.531000,0 days 00:25:40.384000,0 days 00:26:24.996000,0 days 00:27:04.527000,292.0,266.0,244.0,283.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 00:25:10.123000,2022-10-01 13:10:10.131,12,,False,,False,True
2022,0 days 00:29:38.677000,PER,11,,5.0,1.0,,,0 days 00:00:41.459000,0 days 00:00:57.458000,0 days 00:00:55.229000,0 days 00:27:46.033000,0 days 00:28:43.461000,0 days 00:29:38.880000,189.0,205.0,245.0,218.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 00:27:04.527000,2022-10-01 13:12:04.535,1,,False,,False,False
2022,0 days 00:31:34.345000,PER,11,0 days 00:01:55.668000,6.0,1.0,,,0 days 00:00:30.405000,0 days 00:00:44.806000,0 days 00:00:40.457000,0 days 00:30:09.082000,0 days 00:30:53.888000,0 days 00:31:34.345000,294.0,266.0,243.0,284.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 00:29:38.677000,2022-10-01 13:14:38.685,1,,False,,False,True
2022,0 days 00:34:04.296000,PER,11,0 days 00:02:29.951000,7.0,1.0,,0 days 00:33:56.318000,0 days 00:00:37.795000,0 days 00:00:55.872000,0 days 00:00:56.284000,0 days 00:32:12.140000,0 days 00:33:08.012000,0 days 00:34:04.296000,251.0,167.0,,,False,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 00:31:34.345000,2022-10-01 13:16:34.353,12,,False,,False,False
2022,0 days 00:43:50.174000,PER,11,,8.0,2.0,0 days 00:41:27.152000,,,0 days 00:00:50.199000,0 days 00:00:59.970000,,0 days 00:42:50.220000,0 days 00:43:50.199000,285.0,252.0,244.0,,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:34:04.296000,2022-10-01 13:19:04.304,1,,False,,False,False
2022,0 days 00:45:42.992000,PER,11,0 days 00:01:52.818000,9.0,2.0,,,0 days 00:00:29.970000,0 days 00:00:43.652000,0 days 00:00:39.196000,0 days 00:44:20.144000,0 days 00:45:03.796000,0 days 00:45:42.992000,292.0,266.0,247.0,283.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:43:50.174000,2022-10-01 13:28:50.182,1,,False,,False,True
2022,0 days 00:48:25.616000,PER,11,,10.0,2.0,,,0 days 00:00:39.224000,0 days 00:01:03.939000,0 days 00:00:59.481000,0 days 00:46:22.264000,0 days 00:47:26.135000,0 days 00:48:25.811000,212.0,170.0,246.0,204.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 00:45:42.992000,2022-10-01 13:30:43.000,1,,False,,False,False
2022,0 days 00:50:32.038000,PER,11,0 days 00:02:06.422000,11.0,2.0,,0 days 00:50:24.257000,0 days 00:00:30.108000,0 days 00:00:44.229000,0 days 00:00:52.085000,0 days 00:48:55.724000,0 days 00:49:39.953000,0 days 00:50:32.038000,292.0,266.0,,283.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 00:48:25.616000,2022-10-01 13:33:25.624,1,,False,,False,False
2022,0 days 00:55:04.073000,PER,11,,12.0,3.0,0 days 00:52:24.677000,0 days 00:54:56.117000,,0 days 00:00:56.356000,0 days 00:01:00.637000,,0 days 00:54:03.436000,0 days 00:55:04.246000,138.0,187.0,,283.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:50:32.038000,2022-10-01 13:35:32.046,1,,False,,False,False
2022,0 days 01:05:38.333000,PER,11,,13.0,4.0,0 days 01:03:26.328000,,,0 days 00:00:50.453000,0 days 00:00:45.681000,,0 days 01:04:52.652000,0 days 01:05:38.334000,281.0,249.0,244.0,,False,SOFT,1.0,True,Red Bull Racing,0 days 00:55:04.073000,2022-10-01 13:40:04.081,1,,False,,False,False
2022,0 days 01:07:41.213000,PER,11,0 days 00:02:02.880000,14.0,4.0,,,0 days 00:00:31.188000,0 days 00:00:44.802000,0 days 00:00:46.890000,0 days 01:06:09.521000,0 days 01:06:54.323000,0 days 01:07:41.213000,293.0,264.0,247.0,282.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:05:38.333000,2022-10-01 13:50:38.341,1,,False,,False,True
2022,0 days 01:09:34.968000,PER,11,0 days 00:01:53.755000,15.0,4.0,,,0 days 00:00:30.090000,0 days 00:00:42.725000,0 days 00:00:40.940000,0 days 01:08:11.303000,0 days 01:08:54.028000,0 days 01:09:34.968000,292.0,265.0,249.0,285.0,True,SOFT,3.0,True,Red Bull Racing,0 days 01:07:41.213000,2022-10-01 13:52:41.221,1,,False,,False,True
2022,0 days 01:11:26.715000,PER,11,0 days 00:01:51.747000,16.0,4.0,,,0 days 00:00:29.385000,0 days 00:00:42.080000,0 days 00:00:40.282000,0 days 01:10:04.353000,0 days 01:10:46.433000,0 days 01:11:26.715000,293.0,265.0,250.0,,True,SOFT,4.0,True,Red Bull Racing,0 days 01:09:34.968000,2022-10-01 13:54:34.976,12,,False,,False,True
2022,0 days 01:13:25.542000,PER,11,0 days 00:01:58.827000,17.0,4.0,,,0 days 00:00:31.243000,0 days 00:00:45.237000,0 days 00:00:42.347000,0 days 01:11:57.958000,0 days 01:12:43.195000,0 days 01:13:25.542000,280.0,254.0,251.0,286.0,False,SOFT,5.0,True,Red Bull Racing,0 days 01:11:26.715000,2022-10-01 13:56:26.723,1,,False,,False,True
2022,0 days 01:15:14.976000,PER,11,0 days 00:01:49.434000,18.0,4.0,,,0 days 00:00:28.940000,0 days 00:00:41.455000,0 days 00:00:39.039000,0 days 01:13:54.482000,0 days 01:14:35.937000,0 days 01:15:14.976000,293.0,266.0,253.0,287.0,True,SOFT,6.0,True,Red Bull Racing,0 days 01:13:25.542000,2022-10-01 13:58:25.550,1,,False,,False,True
2022,0 days 01:17:41.541000,PER,11,0 days 00:02:26.565000,19.0,4.0,,,0 days 00:00:38.387000,0 days 00:00:52.703000,0 days 00:00:55.475000,0 days 01:15:53.363000,0 days 01:16:46.066000,0 days 01:17:41.541000,216.0,193.0,61.0,283.0,False,SOFT,7.0,True,Red Bull Racing,0 days 01:15:14.976000,2022-10-01 14:00:14.984,1,,False,,False,True
2022,0 days 01:19:11.298000,PER,11,,20.0,4.0,,0 days 01:19:11.298000,0 days 00:00:38.387000,,,0 days 01:19:11.298000,,,,,,,False,SOFT,8.0,True,Red Bull Racing,0 days 01:17:41.541000,2022-10-01 14:02:41.549,1,,False,,False,False
2022,0 days 00:19:36.727000,STR,18,,1.0,1.0,0 days 00:17:11.730000,,,0 days 00:00:54.046000,0 days 00:00:53.091000,,0 days 00:18:43.636000,0 days 00:19:36.728000,262.0,236.0,237.0,,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:17:11.730000,2022-10-01 13:02:11.738,1,,False,,False,False
2022,0 days 00:21:33.724000,STR,18,0 days 00:01:56.997000,2.0,1.0,,,0 days 00:00:30.891000,0 days 00:00:45.595000,0 days 00:00:40.511000,0 days 00:20:07.618000,0 days 00:20:53.213000,0 days 00:21:33.724000,288.0,264.0,240.0,277.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:19:36.727000,2022-10-01 13:04:36.735,12,,False,,False,True
2022,0 days 00:24:20.128000,STR,18,,3.0,1.0,,,0 days 00:00:49.851000,0 days 00:01:00.738000,0 days 00:00:55.825000,0 days 00:22:23.591000,0 days 00:23:24.343000,0 days 00:24:20.310000,147.0,235.0,241.0,238.0,False,INTERMEDIATE,3.0,True,Aston Martin,0 days 00:21:33.724000,2022-10-01 13:06:33.732,12,,False,,False,False
2022,0 days 00:26:15.757000,STR,18,0 days 00:01:55.629000,4.0,1.0,,,0 days 00:00:30.530000,0 days 00:00:44.973000,0 days 00:00:40.126000,0 days 00:24:50.658000,0 days 00:25:35.631000,0 days 00:26:15.757000,287.0,263.0,234.0,279.0,True,INTERMEDIATE,4.0,True,Aston Martin,0 days 00:24:20.128000,2022-10-01 13:09:20.136,12,,False,,False,True
2022,0 days 00:28:56.225000,STR,18,,5.0,1.0,,0 days 00:28:48.422000,0 days 00:00:50.611000,0 days 00:00:57.362000,0 days 00:00:52.455000,0 days 00:27:06.428000,0 days 00:28:03.770000,0 days 00:28:56.440000,124.0,230.0,,226.0,False,INTERMEDIATE,5.0,True,Aston Martin,0 days 00:26:15.757000,2022-10-01 13:11:15.765,1,,False,,False,False
2022,0 days 00:31:44.700000,STR,18,,6.0,2.0,0 days 00:29:24.877000,,0 days 00:01:01.893000,0 days 00:00:48.477000,0 days 00:00:58.142000,0 days 00:29:58.104000,0 days 00:30:46.558000,0 days 00:31:44.861000,263.0,240.0,242.0,,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:28:56.225000,2022-10-01 13:13:56.233,1,,False,,False,False
2022,0 days 00:34:29.321000,STR,18,,7.0,2.0,,0 days 00:34:21.532000,0 days 00:00:30.616000,0 days 00:00:44.822000,0 days 00:01:29.147000,0 days 00:32:15.370000,0 days 00:33:00.174000,0 days 00:34:29.496000,292.0,264.0,,280.0,False,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:31:44.700000,2022-10-01 13:16:44.708,12,,False,,False,False
2022,0 days 00:43:17.819000,STR,18,,8.0,3.0,0 days 00:40:56.827000,,,0 days 00:00:50.041000,0 days 00:00:56.352000,,0 days 00:42:21.491000,0 days 00:43:17.824000,263.0,239.0,239.0,,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:34:29.321000,2022-10-01 13:19:29.329,1,,False,,False,False
2022,0 days 00:45:12.030000,STR,18,0 days 00:01:54.211000,9.0,3.0,,,0 days 00:00:30.322000,0 days 00:00:44.268000,0 days 00:00:39.621000,0 days 00:43:48.141000,0 days 00:44:32.409000,0 days 00:45:12.030000,290.0,264.0,243.0,278.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:43:17.819000,2022-10-01 13:28:17.827,1,,False,,False,True
2022,0 days 00:47:39.461000,STR,18,0 days 00:02:27.431000,10.0,3.0,,,0 days 00:00:40.796000,0 days 00:01:00.710000,0 days 00:00:45.925000,0 days 00:45:52.826000,0 days 00:46:53.536000,0 days 00:47:39.461000,233.0,227.0,244.0,229.0,False,INTERMEDIATE,3.0,True,Aston Martin,0 days 00:45:12.030000,2022-10-01 13:30:12.038,1,,False,,False,True
2022,0 days 00:49:42.731000,STR,18,0 days 00:02:03.270000,11.0,3.0,,0 days 00:49:34.942000,0 days 00:00:30.160000,0 days 00:00:44.517000,0 days 00:00:48.593000,0 days 00:48:09.621000,0 days 00:48:54.138000,0 days 00:49:42.731000,287.0,263.0,,278.0,False,INTERMEDIATE,4.0,True,Aston Martin,0 days 00:47:39.461000,2022-10-01 13:32:39.469,1,,False,,False,False
2022,0 days 00:52:26.955000,STR,18,,12.0,4.0,0 days 00:50:09.483000,,0 days 00:01:02.742000,0 days 00:00:52.321000,0 days 00:00:49.164000,0 days 00:50:45.534000,0 days 00:51:37.851000,0 days 00:52:27.185000,261.0,239.0,236.0,,False,SOFT,1.0,True,Aston Martin,0 days 00:49:42.731000,2022-10-01 13:34:42.739,1,,False,,False,False
2022,0 days 00:54:26.661000,STR,18,0 days 00:01:59.706000,13.0,4.0,,,0 days 00:00:31.572000,0 days 00:00:45.530000,0 days 00:00:42.604000,0 days 00:52:58.527000,0 days 00:53:44.057000,0 days 00:54:26.661000,288.0,262.0,242.0,278.0,False,SOFT,2.0,True,Aston Martin,0 days 00:52:26.955000,2022-10-01 13:37:26.963,1,,False,,False,True
2022,0 days 00:56:21.933000,STR,18,0 days 00:01:55.272000,14.0,4.0,,,0 days 00:00:30.113000,0 days 00:00:43.665000,0 days 00:00:41.494000,0 days 00:54:56.774000,0 days 00:55:40.439000,0 days 00:56:21.933000,292.0,265.0,247.0,280.0,False,SOFT,3.0,True,Aston Martin,0 days 00:54:26.661000,2022-10-01 13:39:26.669,1,,False,,False,True
2022,0 days 00:58:37.882000,STR,18,,15.0,4.0,,0 days 00:58:37.882000,0 days 00:00:38.607000,0 days 00:00:49.315000,,0 days 00:57:00.618000,0 days 00:57:49.895000,,220.0,188.0,,234.0,False,SOFT,4.0,True,Aston Martin,0 days 00:56:21.933000,2022-10-01 13:41:21.941,1,,False,,False,False
2022,0 days 00:18:46.729000,OCO,31,,1.0,1.0,0 days 00:16:38.761000,,,0 days 00:00:50.309000,0 days 00:00:43.165000,,0 days 00:18:03.602000,0 days 00:18:46.729000,253.0,248.0,236.0,,False,INTERMEDIATE,1.0,True,Alpine,0 days 00:16:38.761000,2022-10-01 13:01:38.769,1,,False,,False,False
2022,0 days 00:20:44.168000,OCO,31,0 days 00:01:57.439000,2.0,1.0,,,0 days 00:00:30.964000,0 days 00:00:45.887000,0 days 00:00:40.588000,0 days 00:19:17.693000,0 days 00:20:03.580000,0 days 00:20:44.168000,285.0,257.0,239.0,274.0,True,INTERMEDIATE,2.0,True,Alpine,0 days 00:18:46.729000,2022-10-01 13:03:46.737,1,,False,,False,True
2022,0 days 00:22:41.377000,OCO,31,0 days 00:01:57.209000,3.0,1.0,,,0 days 00:00:30.937000,0 days 00:00:45.853000,0 days 00:00:40.419000,0 days 00:21:15.105000,0 days 00:22:00.958000,0 days 00:22:41.377000,288.0,259.0,241.0,278.0,True,INTERMEDIATE,3.0,True,Alpine,0 days 00:20:44.168000,2022-10-01 13:05:44.176,12,,False,,False,True
2022,0 days 00:25:03.542000,OCO,31,0 days 00:02:22.165000,4.0,1.0,,,0 days 00:00:39.396000,0 days 00:00:56.356000,0 days 00:00:46.413000,0 days 00:23:20.773000,0 days 00:24:17.129000,0 days 00:25:03.542000,229.0,188.0,238.0,273.0,False,INTERMEDIATE,4.0,True,Alpine,0 days 00:22:41.377000,2022-10-01 13:07:41.385,21,,False,,False,True
2022,0 days 00:26:59.879000,OCO,31,0 days 00:01:56.337000,5.0,1.0,,,0 days 00:00:30.589000,0 days 00:00:45.499000,0 days 00:00:40.249000,0 days 00:25:34.131000,0 days 00:26:19.630000,0 days 00:26:59.879000,286.0,260.0,240.0,277.0,True,INTERMEDIATE,5.0,True,Alpine,0 days 00:25:03.542000,2022-10-01 13:10:03.550,12,,False,,False,True
2022,0 days 00:29:09.050000,OCO,31,0 days 00:02:09.171000,6.0,1.0,,,0 days 00:00:34.684000,0 days 00:00:50.430000,0 days 00:00:44.057000,0 days 00:27:34.563000,0 days 00:28:24.993000,0 days 00:29:09.050000,226.0,242.0,231.0,268.0,False,INTERMEDIATE,6.0,True,Alpine,0 days 00:26:59.879000,2022-10-01 13:11:59.887,1,,False,,False,True
2022,0 days 00:31:19.828000,OCO,31,0 days 00:02:10.778000,7.0,1.0,,,0 days 00:00:32.355000,0 days 00:00:50.307000,0 days 00:00:48.116000,0 days 00:29:41.405000,0 days 00:30:31.712000,0 days 00:31:19.828000,271.0,249.0,241.0,267.0,False,INTERMEDIATE,7.0,True,Alpine,0 days 00:29:09.050000,2022-10-01 13:14:09.058,1,,False,,False,True
2022,0 days 00:33:16.247000,OCO,31,0 days 00:01:56.419000,8.0,1.0,,,0 days 00:00:30.736000,0 days 00:00:45.470000,0 days 00:00:40.213000,0 days 00:31:50.564000,0 days 00:32:36.034000,0 days 00:33:16.247000,289.0,262.0,241.0,279.0,False,INTERMEDIATE,8.0,True,Alpine,0 days 00:31:19.828000,2022-10-01 13:16:19.836,1,,False,,False,True
2022,0 days 00:35:33.891000,OCO,31,,9.0,1.0,,0 days 00:35:33.891000,0 days 00:00:37.974000,0 days 00:00:52.188000,,0 days 00:33:54.275000,0 days 00:34:46.452000,,209.0,221.0,,266.0,False,INTERMEDIATE,9.0,True,Alpine,0 days 00:33:16.247000,2022-10-01 13:18:16.255,12,,False,,False,False
2022,0 days 00:20:23.804000,VET,5,,1.0,1.0,0 days 00:18:05.270000,,,0 days 00:00:51.145000,0 days 00:00:52.092000,,0 days 00:19:31.759000,0 days 00:20:23.804000,247.0,225.0,230.0,,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:18:05.270000,2022-10-01 13:03:05.278,1,,False,,False,False
2022,0 days 00:22:25.948000,VET,5,0 days 00:02:02.144000,2.0,1.0,,,0 days 00:00:31.569000,0 days 00:00:47.060000,0 days 00:00:43.515000,0 days 00:20:55.373000,0 days 00:21:42.433000,0 days 00:22:25.948000,287.0,262.0,240.0,276.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:20:23.804000,2022-10-01 13:05:23.812,12,,False,,False,True
2022,0 days 00:24:23.357000,VET,5,0 days 00:01:57.409000,3.0,1.0,,,0 days 00:00:30.852000,0 days 00:00:45.721000,0 days 00:00:40.836000,0 days 00:22:56.800000,0 days 00:23:42.521000,0 days 00:24:23.357000,284.0,263.0,240.0,279.0,True,INTERMEDIATE,3.0,True,Aston Martin,0 days 00:22:25.948000,2022-10-01 13:07:25.956,12,,False,,False,True
2022,0 days 00:26:41.271000,VET,5,0 days 00:02:17.914000,4.0,1.0,,,0 days 00:00:37.437000,0 days 00:00:54.412000,0 days 00:00:46.065000,0 days 00:25:00.794000,0 days 00:25:55.206000,0 days 00:26:41.271000,232.0,201.0,240.0,245.0,False,INTERMEDIATE,4.0,True,Aston Martin,0 days 00:24:23.357000,2022-10-01 13:09:23.365,12,,False,,False,True
2022,0 days 00:28:47.016000,VET,5,0 days 00:02:05.745000,5.0,1.0,,0 days 00:28:39.288000,0 days 00:00:30.589000,0 days 00:00:45.276000,0 days 00:00:49.880000,0 days 00:27:11.860000,0 days 00:27:57.136000,0 days 00:28:47.016000,290.0,265.0,,279.0,False,INTERMEDIATE,5.0,True,Aston Martin,0 days 00:26:41.271000,2022-10-01 13:11:41.279,1,,False,,False,False
2022,0 days 00:31:27.611000,VET,5,,6.0,2.0,0 days 00:29:10.901000,,0 days 00:01:00.824000,0 days 00:00:52.095000,0 days 00:00:47.672000,0 days 00:29:47.909000,0 days 00:30:39.965000,0 days 00:31:27.786000,263.0,228.0,241.0,,False,INTERMEDIATE,6.0,False,Aston Martin,0 days 00:28:47.016000,2022-10-01 13:13:47.024,1,,False,,False,False
2022,0 days 00:33:23.213000,VET,5,0 days 00:01:55.602000,7.0,2.0,,,0 days 00:00:30.414000,0 days 00:00:45.118000,0 days 00:00:40.070000,0 days 00:31:58.025000,0 days 00:32:43.143000,0 days 00:33:23.213000,290.0,264.0,241.0,279.0,True,INTERMEDIATE,7.0,False,Aston Martin,0 days 00:31:27.611000,2022-10-01 13:16:27.619,12,,False,,False,True
2022,0 days 00:35:49.116000,VET,5,0 days 00:02:25.903000,8.0,2.0,,0 days 00:35:41.377000,0 days 00:00:36.880000,0 days 00:00:54.615000,0 days 00:00:54.408000,0 days 00:34:00.093000,0 days 00:34:54.708000,0 days 00:35:49.116000,231.0,214.0,,212.0,False,INTERMEDIATE,8.0,False,Aston Martin,0 days 00:33:23.213000,2022-10-01 13:18:23.221,21,,False,,False,False
2022,0 days 00:43:24.395000,VET,5,,9.0,3.0,0 days 00:41:01.914000,,,0 days 00:00:47.987000,0 days 00:01:00.317000,,0 days 00:42:24.113000,0 days 00:43:24.399000,263.0,248.0,240.0,,False,INTERMEDIATE,6.0,False,Aston Martin,0 days 00:35:49.116000,2022-10-01 13:20:49.124,1,,False,,False,False
2022,0 days 00:45:18.775000,VET,5,0 days 00:01:54.380000,10.0,3.0,,,0 days 00:00:30.370000,0 days 00:00:44.405000,0 days 00:00:39.605000,0 days 00:43:54.765000,0 days 00:44:39.170000,0 days 00:45:18.775000,289.0,265.0,241.0,278.0,True,INTERMEDIATE,7.0,False,Aston Martin,0 days 00:43:24.395000,2022-10-01 13:28:24.403,1,,False,,False,True
2022,0 days 00:47:49.543000,VET,5,,11.0,3.0,,,0 days 00:00:35.702000,0 days 00:01:00.191000,0 days 00:00:54.833000,0 days 00:45:54.519000,0 days 00:46:54.718000,0 days 00:47:49.686000,202.0,206.0,242.0,261.0,False,INTERMEDIATE,8.0,False,Aston Martin,0 days 00:45:18.775000,2022-10-01 13:30:18.783,1,,False,,False,False
2022,0 days 00:49:55.458000,VET,5,0 days 00:02:05.915000,12.0,3.0,,0 days 00:49:47.651000,0 days 00:00:30.340000,0 days 00:00:44.207000,0 days 00:00:51.368000,0 days 00:48:19.883000,0 days 00:49:04.090000,0 days 00:49:55.458000,288.0,265.0,,278.0,False,INTERMEDIATE,9.0,False,Aston Martin,0 days 00:47:49.543000,2022-10-01 13:32:49.551,1,,False,,False,False
2022,0 days 00:52:38.393000,VET,5,,13.0,4.0,0 days 00:50:27.229000,,0 days 00:01:07.407000,0 days 00:00:50.188000,0 days 00:00:45.351000,0 days 00:51:02.897000,0 days 00:51:53.057000,0 days 00:52:38.528000,261.0,238.0,220.0,,False,SOFT,1.0,True,Aston Martin,0 days 00:49:55.458000,2022-10-01 13:34:55.466,1,,False,,False,False
2022,0 days 00:54:44.782000,VET,5,0 days 00:02:06.389000,14.0,4.0,,,0 days 00:00:32.258000,0 days 00:00:48.418000,0 days 00:00:45.713000,0 days 00:53:10.651000,0 days 00:53:59.069000,0 days 00:54:44.782000,272.0,244.0,245.0,252.0,False,SOFT,2.0,True,Aston Martin,0 days 00:52:38.393000,2022-10-01 13:37:38.401,1,,False,,False,True
2022,0 days 00:57:05.164000,VET,5,0 days 00:02:20.382000,15.0,4.0,,0 days 00:56:57.402000,0 days 00:00:30.178000,0 days 00:00:53.722000,0 days 00:00:56.482000,0 days 00:55:14.960000,0 days 00:56:08.682000,0 days 00:57:05.164000,291.0,205.0,,282.0,False,SOFT,3.0,True,Aston Martin,0 days 00:54:44.782000,2022-10-01 13:39:44.790,1,,False,,False,False
2022,0 days 00:17:11.103000,RUS,63,,1.0,1.0,0 days 00:15:02.924000,,,0 days 00:00:50.199000,0 days 00:00:42.603000,,0 days 00:16:28.500000,0 days 00:17:11.127000,244.0,238.0,238.0,,False,INTERMEDIATE,1.0,True,Mercedes,0 days 00:15:02.924000,2022-10-01 13:00:02.932,1,,False,,False,False
2022,0 days 00:19:08.202000,RUS,63,0 days 00:01:57.099000,2.0,1.0,,,0 days 00:00:31.405000,0 days 00:00:45.551000,0 days 00:00:40.143000,0 days 00:17:42.508000,0 days 00:18:28.059000,0 days 00:19:08.202000,286.0,262.0,242.0,274.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 00:17:11.103000,2022-10-01 13:02:11.111,1,,False,,False,True
